word,normalized_word,phonetic_uk,phonetic_us,source,status,confidence,review_note,occurrence_count,sample_occurrences
comfortable,comfortable,/ˈkʌmfətəbəl/,/ˈkʌmfərtəbəl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,7,北师大版/七年级上/Lesson 1|沪外教版/七年级上/Unit 6|冀教版/八年级上/Unit 7|科普版/八年级上/Unit 4|人教版/八年级上/Unit 1
comfort zone,comfortzone,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/七年级下/Unit 1
comic strip,comicstrip,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/八年级下/Unit 3|沪教版/八年级下/Unit 8
coming,coming,/ˈkʌmɪŋ/,/ˈkʌmɪŋ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,人教版/九年级全一册/Unit 2|译林版/九年级上/Unit 6
command,command,/kəˈmænd/,/kəˈmænd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,译林版/九年级下/Unit 2
commemorate,commemorate,/kəˈmeməˌeɪt/,/kəˈmemərˌeɪt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 1
comment,comment,/ˈkɑːment/,/ˈkɑːment/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,6,沪教版/八年级上/Unit 3|沪教版/八年级上/Unit 8|沪教版/九年级上/Unit 4|沪教版/九年级上/Unit 8|沪外教版/九年级下/Unit 6
commit suicide,commitsuicide,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/九年级上/Unit 4
committee,committee,/kəˈmɪti/,/kəˈmɪti/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/八年级上/Lesson 1
common,common,/ˈkɑːmən/,/ˈkɑːmən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,沪外教版/七年级上/Unit 2|冀教版/八年级下/Unit 4|科普版/八年级上/Unit 6|人教版/七年级下/Unit 4|译林版/九年级上/Unit 5
Common Era),commonera,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,冀教版/八年级下/Unit 7
communicate,communicate,/kəˈmjuːnəˌkeɪt/,/kəˈmjuːnəˌkeɪt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,7,北师大版/八年级上/Unit 3|沪教版/七年级下/Unit 3|沪教版/七年级下/Unit 8|冀教版/八年级上/Unit 7|科普版/八年级上/Unit 2
communicate with,communicatewith,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/七年级下/Unit 3|沪教版/七年级下/Unit 8
communication,communication,/kəˌmjuːnəˈkeɪʃən/,/kəˌmjuːnəˈkeɪʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,9,北师大版/七年级上/Unit 2|沪外教版/八年级上/Unit 7|冀教版/八年级上/Unit 5|冀教版/九年级全一册/Unit 9|科普版/八年级下/Unit 9
communications,communications,/kəˌmjuːnəˈkeɪʃənz/,/kəˌmjuːnəˈkeɪʃənz/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,外研版/九年级上/Module 5
community,community,/kəˈmjuːnəti/,/kəˈmjuːnəti/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,11,北师大版/七年级上/Lesson 3|沪教版/七年级下/Unit 1|沪教版/七年级下/Unit 8|沪外教版/八年级下/Unit 2|冀教版/八年级上/Unit 7
company,company,/ˈkʌmpəˌniː/,/ˈkʌmpəˌniː/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,9,北师大版/七年级下/Lesson 3|沪教版/八年级上/Unit 3|沪教版/八年级上/Unit 8|沪外教版/八年级下/Unit 8|冀教版/八年级下/Unit 2
compare,compare,/kəmˈpe/,/kəmˈper/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,11,北师大版/八年级上/Lesson 2|沪教版/七年级下/Unit 8|沪教版/七年级下/Unit 8|沪外教版/八年级下/Unit 8|冀教版/八年级上/Unit 4
compared with(,comparedwith,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,外研版/九年级上/Module 9
compare .. to ..,compareto,/with 与…机比 *interplanetary /,/with 与…机比 *interplanetary /,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,科普版/九年级上/Unit 3|外研版/九年级上/Module 9|译林版/九年级下/Unit 4
compare …with ….,comparewith,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/九年级下/Unit 6|外研版/九年级上/Module 5
compass,compass,/ˈkʌmpəs/,/ˈkʌmpəs/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/八年级下/Unit 5|科普版/九年级下/Unit 5
compelition,compelition,/kompa'tu/,/kompa'tu/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/八年级上/Unit 1
compete,compete,/kəmˈpiːt/,/kəmˈpiːt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,沪教版/七年级上/Unit 7|沪教版/七年级上/Unit 8|冀教版/八年级下/Unit 3|译林版/八年级下/Unit 6
competition,competition,/ˌkɑːmpəˈtɪʃən/,/ˌkɑːmpəˈtɪʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,北师大版/七年级下/Lesson 3|沪教版/七年级下/Unit 1|沪教版/七年级下/Unit 8|科普版/九年级下/Unit 6|译林版/八年级下/Unit 6
competitive,competitive,/kəmˈpetətɪv/,/kəmˈpetətɪv/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/七年级下/Unit 7
competitor,competitor,/kəmˈpetətə/,/kəmˈpetətər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/九年级全一册/Unit 5
complain about,complainabout,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪教版/八年级上/Unit 8
complete,complete,/kəmˈpliːt/,/kəmˈpliːt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/八年级上/Lesson 3|沪外教版/七年级下/Unit 4|冀教版/八年级上/Unit 8|科普版/九年级下/Unit 5|人教版/九年级全一册/Unit 5
completely,completely,/kəmˈpliːtli/,/kəmˈpliːtli/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,7,沪教版/八年级上/Unit 1|冀教版/八年级上/Unit 4|冀教版/九年级全一册/Unit 5|科普版/九年级上/Unit 2|人教版/八年级下/Unit 8
completely Akam'pli:tli/ adv,completelyakamplitliadv,/ adv完全地； 彻底地 *confused /,/ adv完全地； 彻底地 *confused /,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪教版/八年级上/Unit 8
completion,completion,/kəmˈpliːʃən/,/kəmˈpliːʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/九年级下/Unit 5
complex,complex,/ˈkɑːmpleks/,/ˈkɑːmpleks/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/九年级全一册/Unit 5
complex sentence,complexsentence,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/七年级上/Unit 3
composition,composition,/ˌkɑːmpəˈzɪʃən/,/ˌkɑːmpəˈzɪʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/九年级上/Unit 3
compost,compost,/ˈkɑːmpəʊst/,/ˈkɑːmpoʊst/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 2
concentrate,concentrate,/ˈkɑːnsənˌtreɪt/,/ˈkɑːnsənˌtreɪt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪外教版/九年级下/Book Vocabulary|科普版/九年级上/Unit 3
concept,concept,/ˈkɑːnsept/,/ˈkɑːnsept/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪外教版/九年级上/Unit 5|冀教版/八年级上/Unit 4
concern,concern,/kənˈsɜːn/,/kənˈsɜːrn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,沪教版/九年级下/Unit 3|沪教版/九年级下/Unit 6|科普版/九年级下/Unit 5
concerned,concerned,/kənˈsɜːnd/,/kənˈsɜːrnd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪教版/八年级下/Unit 6|沪教版/八年级下/Unit 8
concert,concert,/ˈkɑːnsət/,/ˈkɑːnsərt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,7,北师大版/八年级下/Lesson 1|沪教版/九年级下/Unit 6|沪教版/九年级下/Unit 6|冀教版/八年级上/Unit 1|科普版/八年级上/Unit 2
conclude,conclude,/kənˈkluːd/,/kənˈkluːd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/九年级全一册/Unit 5|科普版/九年级下/Unit 6
conclusion,conclusion,/kənˈkluːʒən/,/kənˈkluːʒən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪外教版/八年级下/Unit 4|冀教版/九年级全一册/Unit 2
condition,condition,/kənˈdɪʃən/,/kənˈdɪʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,冀教版/八年级上/Unit 8|冀教版/九年级全一册/Unit 2|科普版/八年级上/Unit 3|人教版/八年级下/Unit 4|外研版/八年级上/Unit 3
Conditional clause,conditionalclause,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/八年级下/Unit 8
conditions Akan'djnz,conditionsakandjnz,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/七年级下/Unit 6
conduct,conduct,/ˈkɑːndəkt/,/ˈkɑːndəkt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪教版/九年级下/Unit 6|沪教版/九年级下/Unit 6
conference,conference,/ˈkɑːnfəəns/,/ˈkɑːnfərəns/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/九年级上/Unit 3
confidence,confidence,/ˈkɑːnfədəns/,/ˈkɑːnfədəns/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,6,北师大版/七年级下/Lesson 3|沪外教版/八年级上/Unit 2|冀教版/八年级上/Unit 4|人教版/八年级上/Unit 6|外研版/八年级下/Unit 3
confident,confident,/ˈkɑːnfədənt/,/ˈkɑːnfədənt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/七年级下/Lesson 3|沪教版/七年级上/Unit 1|沪教版/七年级上/Unit 8|沪外教版/八年级上/Unit 2|冀教版/八年级上/Unit 3
confidently,confidently,/ˈkɑːnfədəntli/,/ˈkɑːnfədəntli/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/八年级下/Lesson 3|沪外教版/八年级下/Unit 6
conflict,conflict,/ˈkɑːnflɪkt/,/ˈkɑːnflɪkt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 4
Confucius,confucius,/kənˈfjuːʃəs/,/kənˈfjuːʃəs/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪外教版/八年级上/Unit 6|科普版/七年级上/Unit 6
confused,confused,/kənˈfjuːzd/,/kənˈfjuːzd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级下/Unit 5
confusing,confusing,/kənˈfjuːzɪŋ/,/kənˈfjuːzɪŋ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪外教版/九年级下/Unit 5|人教版/八年级下/Unit 5
congratulate,congratulate,/kənˈɡrætʃəˌleɪt/,/kənˈɡrætʃəˌleɪt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,科普版/九年级下/Unit 6|人教版/八年级下/Unit 6|人教版/九年级全一册/Unit 9
congratulation,congratulation,/kənˌɡrætʃəˈleɪʃən/,/kənˌɡrætʃəˈleɪʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,北师大版/八年级上/Lesson 3|冀教版/九年级全一册/Unit 9|科普版/八年级上/Unit 4|人教版/八年级上/Unit 3
congratulations,congratulations,/kənˌɡrætʃəˈleɪʃənz/,/kənˌɡrætʃəˈleɪʃənz/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,沪教版/九年级上/Unit 7|沪教版/九年级上/Unit 8|外研版/八年级上/Unit 3|外研版/九年级上/Module 9|译林版/八年级下/Unit 5
conjunction,conjunction,/kənˈdʒʌŋkʃən/,/kənˈdʒʌŋkʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/七年级上/Unit 4
connect,connect,/kəˈnekt/,/kəˈnekt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,12,沪教版/七年级下/Unit 6|沪教版/七年级下/Unit 8|沪外教版/七年级上/Unit 6|冀教版/七年级下/Unit 6|教科版/七年级下/Unit 6
connected,connected,/kəˈnektɪd/,/kəˈnektɪd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级上/Unit 4
connection,connection,/kəˈnekʃən/,/kəˈnekʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,北师大版/九年级全一册/Unit 7|北师大版/九年级全一册/Unit 9|科普版/八年级下/Unit 9|人教版/八年级上/Unit 4|外研版/九年级上/Module 9
connect to,connectto,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,3,沪教版/八年级上/Unit 3|沪教版/八年级上/Unit 8|译林版/九年级上/Unit 1
conservation,conservation,/ˌkɑːnsəˈveɪʃən/,/ˌkɑːnsərˈveɪʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/八年级上/Unit 1
consider,consider,/kənˈsɪdə/,/kənˈsɪdər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,10,北师大版/七年级上/Lesson 3|北师大版/九年级全一册/Lesson 6|北师大版/九年级全一册/Unit 9|沪教版/九年级上/Unit 2|沪教版/九年级上/Unit 8
construct,construct,/kənˈstrʌkt/,/kənˈstrʌkt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 5
construction,construction,/kənˈstrʌkʃən/,/kənˈstrʌkʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/九年级下/Unit 5
contact,contact,/ˈkɑːnˌtækt/,/ˈkɑːnˌtækt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/九年级全一册/Unit 9|人教版/七年级上/Unit 7
contain,contain,/kənˈteɪn/,/kənˈteɪn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,沪教版/八年级上/Unit 7|沪教版/八年级上/Unit 8|沪外教版/九年级下/Unit 6|冀教版/九年级全一册/Unit 1
container,container,/kənˈteɪnə/,/kənˈteɪnər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 4
content,content,/ˈkɑːntent/,/ˈkɑːntent/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,沪教版/八年级上/Unit 5|沪教版/八年级上/Unit 8|沪外教版/九年级上/Unit 2|科普版/九年级下/Unit 5
contest,contest,/ˈkɑːntest/,/ˈkɑːntest/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/八年级上/Unit 4
