word,normalized_word,chunks,phonics,rule_tags,status,confidence,review_note
disagreement,disagreement,d|i|s|a|g|r|ee|m|e|n|t,/d/|待复核|待复核|待复核|待复核|/r/|/iː/|/m/|待复核|/n/|/t/,letter:d|letter:i|letter:s|letter:a|letter:g|letter:r|grapheme:ee|letter:m|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
disagree with,disagreewith,d|i|s|a|g|r|ee|w|i|th,/d/|待复核|待复核|待复核|待复核|/r/|/iː/|/w/|待复核|待复核,letter:d|letter:i|letter:s|letter:a|letter:g|letter:r|grapheme:ee|letter:w|letter:i|grapheme:th,needs_review,low,含多音字母或多音字母组合，需教研确认
disappear,disappear,d|i|s|a|p|p|ear,/d/|待复核|待复核|待复核|/p/|/p/|待复核,letter:d|letter:i|letter:s|letter:a|letter:p|letter:p|grapheme:ear,needs_review,low,含多音字母或多音字母组合，需教研确认
disappoint,disappoint,d|i|s|a|p|p|oi|n|t,/d/|待复核|待复核|待复核|/p/|/p/|/ɔɪ/|/n/|/t/,letter:d|letter:i|letter:s|letter:a|letter:p|letter:p|grapheme:oi|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
disappointed,disappointed,d|i|s|a|p|p|oi|n|t|e|d,/d/|待复核|待复核|待复核|/p/|/p/|/ɔɪ/|/n/|/t/|待复核|/d/,letter:d|letter:i|letter:s|letter:a|letter:p|letter:p|grapheme:oi|letter:n|letter:t|letter:e|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
disappointment,disappointment,d|i|s|a|p|p|oi|n|t|m|e|n|t,/d/|待复核|待复核|待复核|/p/|/p/|/ɔɪ/|/n/|/t/|/m/|待复核|/n/|/t/,letter:d|letter:i|letter:s|letter:a|letter:p|letter:p|grapheme:oi|letter:n|letter:t|letter:m|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
disaster,disaster,d|i|s|a|s|t|er,/d/|待复核|待复核|待复核|待复核|/t/|/ə/,letter:d|letter:i|letter:s|letter:a|letter:s|letter:t|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
disbelief,disbelief,d|i|s|b|e|l|i|e|f,/d/|待复核|待复核|/b/|待复核|/l/|待复核|待复核|/f/,letter:d|letter:i|letter:s|letter:b|letter:e|letter:l|letter:i|letter:e|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
discharge,discharge,d|i|s|ch|ar|g|e,/d/|待复核|待复核|/tʃ/|/ɑː/|待复核|silent,letter:d|letter:i|letter:s|grapheme:ch|grapheme:ar|letter:g|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
discourage,discourage,d|i|s|c|ou|r|a|g|e,/d/|待复核|待复核|待复核|待复核|/r/|待复核|待复核|silent,letter:d|letter:i|letter:s|letter:c|grapheme:ou|letter:r|letter:a|letter:g|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
discouraged,discouraged,d|i|s|c|ou|r|a|g|e|d,/d/|待复核|待复核|待复核|待复核|/r/|待复核|待复核|待复核|/d/,letter:d|letter:i|letter:s|letter:c|grapheme:ou|letter:r|letter:a|letter:g|letter:e|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
discover,discover,d|i|s|c|o|v|er,/d/|待复核|待复核|待复核|待复核|/v/|/ə/,letter:d|letter:i|letter:s|letter:c|letter:o|letter:v|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
discovery,discovery,d|i|s|c|o|v|er|y,/d/|待复核|待复核|待复核|待复核|/v/|/ə/|待复核,letter:d|letter:i|letter:s|letter:c|letter:o|letter:v|grapheme:er|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
discuss,discuss,d|i|s|c|u|s|s,/d/|待复核|待复核|待复核|待复核|待复核|待复核,letter:d|letter:i|letter:s|letter:c|letter:u|letter:s|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
discussion,discussion,d|i|s|c|u|s|s|i|o|n,/d/|待复核|待复核|待复核|待复核|待复核|待复核|待复核|待复核|/n/,letter:d|letter:i|letter:s|letter:c|letter:u|letter:s|letter:s|letter:i|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
disease,disease,d|i|s|ea|s|e,/d/|待复核|待复核|待复核|待复核|silent,letter:d|letter:i|letter:s|grapheme:ea|letter:s|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
dish,dish,d|i|sh,/d/|待复核|/ʃ/,letter:d|letter:i|grapheme:sh,needs_review,low,含多音字母或多音字母组合，需教研确认
disjointed,disjointed,d|i|s|j|oi|n|t|e|d,/d/|待复核|待复核|/dʒ/|/ɔɪ/|/n/|/t/|待复核|/d/,letter:d|letter:i|letter:s|letter:j|grapheme:oi|letter:n|letter:t|letter:e|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
disk,disk,d|i|s|k,/d/|待复核|待复核|/k/,letter:d|letter:i|letter:s|letter:k,needs_review,low,含多音字母或多音字母组合，需教研确认
display,display,d|i|s|p|l|ay,/d/|待复核|待复核|/p/|/l/|/eɪ/,letter:d|letter:i|letter:s|letter:p|letter:l|grapheme:ay,needs_review,low,含多音字母或多音字母组合，需教研确认
dispute,dispute,d|i|s|p|u|t|e,/d/|待复核|待复核|/p/|待复核|/t/|silent,letter:d|letter:i|letter:s|letter:p|letter:u|letter:t|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
disrespectful,disrespectful,d|i|s|r|e|s|p|e|c|t|f|u|l,/d/|待复核|待复核|/r/|待复核|待复核|/p/|待复核|待复核|/t/|/f/|待复核|/l/,letter:d|letter:i|letter:s|letter:r|letter:e|letter:s|letter:p|letter:e|letter:c|letter:t|letter:f|letter:u|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
distance,distance,d|i|s|t|a|n|c|e,/d/|待复核|待复核|/t/|待复核|/n/|待复核|silent,letter:d|letter:i|letter:s|letter:t|letter:a|letter:n|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
distant,distant,d|i|s|t|a|n|t,/d/|待复核|待复核|/t/|待复核|/n/|/t/,letter:d|letter:i|letter:s|letter:t|letter:a|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
distinctive,distinctive,d|i|s|t|i|n|c|t|i|v|e,/d/|待复核|待复核|/t/|待复核|/n/|待复核|/t/|待复核|/v/|silent,letter:d|letter:i|letter:s|letter:t|letter:i|letter:n|letter:c|letter:t|letter:i|letter:v|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
district,district,d|i|s|t|r|i|c|t,/d/|待复核|待复核|/t/|/r/|待复核|待复核|/t/,letter:d|letter:i|letter:s|letter:t|letter:r|letter:i|letter:c|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
disturb,disturb,d|i|s|t|ur|b,/d/|待复核|待复核|/t/|/ɜː/|/b/,letter:d|letter:i|letter:s|letter:t|grapheme:ur|letter:b,needs_review,low,含多音字母或多音字母组合，需教研确认
dive,dive,d|i|v|e,/d/|待复核|/v/|silent,letter:d|letter:i|letter:v|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
diversity,diversity,d|i|v|er|s|i|t|y,/d/|待复核|/v/|/ə/|待复核|待复核|/t/|待复核,letter:d|letter:i|letter:v|grapheme:er|letter:s|letter:i|letter:t|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
divide,divide,d|i|v|i|d|e,/d/|待复核|/v/|待复核|/d/|silent,letter:d|letter:i|letter:v|letter:i|letter:d|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
divide •. into ..,divideinto,d|i|v|i|d|e|i|n|t|o,/d/|待复核|/v/|待复核|/d/|待复核|待复核|/n/|/t/|待复核,letter:d|letter:i|letter:v|letter:i|letter:d|letter:e|letter:i|letter:n|letter:t|letter:o,needs_review,low,含多音字母或多音字母组合，需教研确认
dividing line,dividingline,d|i|v|i|d|i|ng|l|i|n|e,/d/|待复核|/v/|待复核|/d/|待复核|/ŋ/|/l/|待复核|/n/|silent,letter:d|letter:i|letter:v|letter:i|letter:d|letter:i|grapheme:ng|letter:l|letter:i|letter:n|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
dividing line Aam,dividinglineaam,d|i|v|i|d|i|ng|l|i|n|ea|a|m,/d/|待复核|/v/|待复核|/d/|待复核|/ŋ/|/l/|待复核|/n/|待复核|待复核|/m/,letter:d|letter:i|letter:v|letter:i|letter:d|letter:i|grapheme:ng|letter:l|letter:i|letter:n|grapheme:ea|letter:a|letter:m,needs_review,low,含多音字母或多音字母组合，需教研确认
diving,diving,d|i|v|i|ng,/d/|待复核|/v/|待复核|/ŋ/,letter:d|letter:i|letter:v|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
DIY,diy,d|i|y,/d/|待复核|待复核,letter:d|letter:i|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
DNA,dna,d|n|a,/d/|/n/|待复核,letter:d|letter:n|letter:a,needs_review,low,含多音字母或多音字母组合，需教研确认
do chores,dochores,d|o|ch|or|e|s,/d/|待复核|/tʃ/|/ɔː/|待复核|待复核,letter:d|letter:o|grapheme:ch|grapheme:or|letter:e|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
document,document,d|o|c|u|m|e|n|t,/d/|待复核|待复核|待复核|/m/|待复核|/n/|/t/,letter:d|letter:o|letter:c|letter:u|letter:m|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
documentary,documentary,d|o|c|u|m|e|n|t|ar|y,/d/|待复核|待复核|待复核|/m/|待复核|/n/|/t/|/ɑː/|待复核,letter:d|letter:o|letter:c|letter:u|letter:m|letter:e|letter:n|letter:t|grapheme:ar|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
dodo,dodo,d|o|d|o,/d/|待复核|/d/|待复核,letter:d|letter:o|letter:d|letter:o,needs_review,low,含多音字母或多音字母组合，需教研确认
do exercise,doexercise,d|o|e|x|er|c|i|s|e,/d/|待复核|待复核|/ks/|/ə/|待复核|待复核|待复核|silent,letter:d|letter:o|letter:e|letter:x|grapheme:er|letter:c|letter:i|letter:s|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
do exercises,doexercises,d|o|e|x|er|c|i|s|e|s,/d/|待复核|待复核|/ks/|/ə/|待复核|待复核|待复核|待复核|待复核,letter:d|letter:o|letter:e|letter:x|grapheme:er|letter:c|letter:i|letter:s|letter:e|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
do harm to,doharmto,d|o|h|ar|m|t|o,/d/|待复核|/h/|/ɑː/|/m/|/t/|待复核,letter:d|letter:o|letter:h|grapheme:ar|letter:m|letter:t|letter:o,needs_review,low,含多音字母或多音字母组合，需教研确认
doll,doll,d|o|l|l,/d/|待复核|/l/|/l/,letter:d|letter:o|letter:l|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
dollar,dollar,d|o|l|l|ar,/d/|待复核|/l/|/l/|/ɑː/,letter:d|letter:o|letter:l|letter:l|grapheme:ar,needs_review,low,含多音字母或多音字母组合，需教研确认
dolphin,dolphin,d|o|l|ph|i|n,/d/|待复核|/l/|/f/|待复核|/n/,letter:d|letter:o|letter:l|grapheme:ph|letter:i|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
donate,donate,d|o|n|a|t|e,/d/|待复核|/n/|待复核|/t/|silent,letter:d|letter:o|letter:n|letter:a|letter:t|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
donation,donation,d|o|n|a|t|i|o|n,/d/|待复核|/n/|待复核|/t/|待复核|待复核|/n/,letter:d|letter:o|letter:n|letter:a|letter:t|letter:i|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
done,done,d|o|n|e,/d/|待复核|/n/|silent,letter:d|letter:o|letter:n|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
Dongpopork,dongpopork,d|o|ng|p|o|p|or|k,/d/|待复核|/ŋ/|/p/|待复核|/p/|/ɔː/|/k/,letter:d|letter:o|grapheme:ng|letter:p|letter:o|letter:p|grapheme:or|letter:k,needs_review,low,含多音字母或多音字母组合，需教研确认
donor,donor,d|o|n|or,/d/|待复核|/n/|/ɔː/,letter:d|letter:o|letter:n|grapheme:or,needs_review,low,含多音字母或多音字母组合，需教研确认
don't mention it,dontmentionit,d|o|n|t|m|e|n|t|i|o|n|i|t,/d/|待复核|/n/|/t/|/m/|待复核|/n/|/t/|待复核|待复核|/n/|待复核|/t/,letter:d|letter:o|letter:n|letter:t|letter:m|letter:e|letter:n|letter:t|letter:i|letter:o|letter:n|letter:i|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
donut,donut,d|o|n|u|t,/d/|待复核|/n/|待复核|/t/,letter:d|letter:o|letter:n|letter:u|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
dormant,dormant,d|or|m|a|n|t,/d/|/ɔː/|/m/|待复核|/n/|/t/,letter:d|grapheme:or|letter:m|letter:a|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
do some research,dosomeresearch,d|o|s|o|m|er|e|s|ear|ch,/d/|待复核|待复核|待复核|/m/|/ə/|待复核|待复核|待复核|/tʃ/,letter:d|letter:o|letter:s|letter:o|letter:m|grapheme:er|letter:e|letter:s|grapheme:ear|grapheme:ch,needs_review,low,含多音字母或多音字母组合，需教研确认
do the cleaning,dothecleaning,d|o|th|e|c|l|ea|n|i|ng,/d/|待复核|待复核|待复核|待复核|/l/|待复核|/n/|待复核|/ŋ/,letter:d|letter:o|grapheme:th|letter:e|letter:c|letter:l|grapheme:ea|letter:n|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
do the dishes,dothedishes,d|o|th|e|d|i|sh|e|s,/d/|待复核|待复核|待复核|/d/|待复核|/ʃ/|待复核|待复核,letter:d|letter:o|grapheme:th|letter:e|letter:d|letter:i|grapheme:sh|letter:e|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
double,double,d|ou|b|l|e,/d/|待复核|/b/|/l/|silent,letter:d|grapheme:ou|letter:b|letter:l|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
doubt,doubt,d|ou|b|t,/d/|待复核|/b/|/t/,letter:d|grapheme:ou|letter:b|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
do with,dowith,d|ow|i|th,/d/|待复核|待复核|待复核,letter:d|grapheme:ow|letter:i|grapheme:th,needs_review,low,含多音字母或多音字母组合，需教研确认
down,down,d|ow|n,/d/|待复核|/n/,letter:d|grapheme:ow|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
download,download,d|ow|n|l|oa|d,/d/|待复核|/n/|/l/|/əʊ/|/d/,letter:d|grapheme:ow|letter:n|letter:l|grapheme:oa|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
download (daon laod,downloaddaonlaod,d|ow|n|l|oa|d|d|a|o|n|l|a|o|d,/d/|待复核|/n/|/l/|/əʊ/|/d/|/d/|待复核|待复核|/n/|/l/|待复核|待复核|/d/,letter:d|grapheme:ow|letter:n|letter:l|grapheme:oa|letter:d|letter:d|letter:a|letter:o|letter:n|letter:l|letter:a|letter:o|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
downstairs,downstairs,d|ow|n|s|t|air|s,/d/|待复核|/n/|待复核|/t/|/eə/|待复核,letter:d|grapheme:ow|letter:n|letter:s|letter:t|grapheme:air|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
Do you know when we will hold the sports meeting？,doyouknowwhenwewillholdthesportsmeeting,d|oy|ou|kn|ow|wh|e|n|w|e|w|i|l|l|h|o|l|d|th|e|s|p|or|t|s|m|ee|t|i|ng,/d/|/ɔɪ/|待复核|/n/|待复核|/w/|待复核|/n/|/w/|待复核|/w/|待复核|/l/|/l/|/h/|待复核|/l/|/d/|待复核|待复核|待复核|/p/|/ɔː/|/t/|待复核|/m/|/iː/|/t/|待复核|/ŋ/,letter:d|grapheme:oy|grapheme:ou|grapheme:kn|grapheme:ow|grapheme:wh|letter:e|letter:n|letter:w|letter:e|letter:w|letter:i|letter:l|letter:l|letter:h|letter:o|letter:l|letter:d|grapheme:th|letter:e|letter:s|letter:p|grapheme:or|letter:t|letter:s|letter:m|grapheme:ee|letter:t|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
dozen,dozen,d|o|z|e|n,/d/|待复核|/z/|待复核|/n/,letter:d|letter:o|letter:z|letter:e|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
dozens of,dozensof,d|o|z|e|n|s|o|f,/d/|待复核|/z/|待复核|/n/|待复核|待复核|/f/,letter:d|letter:o|letter:z|letter:e|letter:n|letter:s|letter:o|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
Dr.abbr.,drabbr,d|r|a|b|b|r,/d/|/r/|待复核|/b/|/b/|/r/,letter:d|letter:r|letter:a|letter:b|letter:b|letter:r,needs_review,low,含多音字母或多音字母组合，需教研确认
dragon,dragon,d|r|a|g|o|n,/d/|/r/|待复核|待复核|待复核|/n/,letter:d|letter:r|letter:a|letter:g|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
dragon boat,dragonboat,d|r|a|g|o|n|b|oa|t,/d/|/r/|待复核|待复核|待复核|/n/|/b/|/əʊ/|/t/,letter:d|letter:r|letter:a|letter:g|letter:o|letter:n|letter:b|grapheme:oa|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
Dragon Boat Festival,dragonboatfestival,d|r|a|g|o|n|b|oa|t|f|e|s|t|i|v|a|l,/d/|/r/|待复核|待复核|待复核|/n/|/b/|/əʊ/|/t/|/f/|待复核|待复核|/t/|待复核|/v/|待复核|/l/,letter:d|letter:r|letter:a|letter:g|letter:o|letter:n|letter:b|grapheme:oa|letter:t|letter:f|letter:e|letter:s|letter:t|letter:i|letter:v|letter:a|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
drain,drain,d|r|ai|n,/d/|/r/|/eɪ/|/n/,letter:d|letter:r|grapheme:ai|letter:n,candidate,medium,规则候选，需抽检后改为 reviewed
drama,drama,d|r|a|m|a,/d/|/r/|待复核|/m/|待复核,letter:d|letter:r|letter:a|letter:m|letter:a,needs_review,low,含多音字母或多音字母组合，需教研确认
draw,draw,d|r|a|w,/d/|/r/|待复核|/w/,letter:d|letter:r|letter:a|letter:w,needs_review,low,含多音字母或多音字母组合，需教研确认
drawer,drawer,d|r|a|w|er,/d/|/r/|待复核|/w/|/ə/,letter:d|letter:r|letter:a|letter:w|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
drawing,drawing,d|r|a|w|i|ng,/d/|/r/|待复核|/w/|待复核|/ŋ/,letter:d|letter:r|letter:a|letter:w|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
draw to a close,drawtoaclose,d|r|a|w|t|oa|c|l|o|s|e,/d/|/r/|待复核|/w/|/t/|/əʊ/|待复核|/l/|待复核|待复核|silent,letter:d|letter:r|letter:a|letter:w|letter:t|grapheme:oa|letter:c|letter:l|letter:o|letter:s|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
Dr(= doctor),drdoctor,d|r|d|o|c|t|or,/d/|/r/|/d/|待复核|待复核|/t/|/ɔː/,letter:d|letter:r|letter:d|letter:o|letter:c|letter:t|grapheme:or,needs_review,low,含多音字母或多音字母组合，需教研确认
dream,dream,d|r|ea|m,/d/|/r/|待复核|/m/,letter:d|letter:r|grapheme:ea|letter:m,needs_review,low,含多音字母或多音字母组合，需教研确认
dream of,dreamof,d|r|ea|m|o|f,/d/|/r/|待复核|/m/|待复核|/f/,letter:d|letter:r|grapheme:ea|letter:m|letter:o|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
